DateInfo;Pressure
1997-10-01-00-00-00;109.288
1997-10-01-00-01-00;110.847
1997-10-01-00-02-00;104.881
1997-10-01-00-03-00;108.808
1997-10-01-00-04-00;106.031
1997-10-01-00-05-00;104.238
1997-10-01-00-06-00;107.309
1997-10-01-00-07-00;109.505
1997-10-01-00-08-00;103.049
1997-10-01-00-09-00;107.667
1997-10-01-00-10-00;108.024
1997-10-01-00-11-00;106.304
1997-10-01-00-12-00;107.534
1997-10-01-00-13-00;111.914
1997-10-01-00-14-00;104.642
1997-10-01-00-15-00;106.736
1997-10-01-00-16-00;107.937
1997-10-01-00-17-00;108.847
1997-10-01-00-18-00;106.429
1997-10-01-00-19-00;104.491
1997-10-01-00-20-00;107.533
1997-10-01-00-21-00;107.772
1997-10-01-00-22-00;104.198
1997-10-01-00-23-00;106.774
1997-10-01-00-24-00;108.595
1997-10-01-00-25-00;108.914
1997-10-01-00-26-00;107.670
1997-10-01-00-27-00;106.516
1997-10-01-00-28-00;109.254
1997-10-01-00-29-00;108.108
1997-10-01-00-30-00;106.838
1997-10-01-00-31-00;110.520
1997-10-01-00-32-00;110.650
1997-10-01-00-33-00;111.187
1997-10-01-00-34-00;107.915
1997-10-01-00-35-00;106.988
1997-10-01-00-36-00;105.126
1997-10-01-00-37-00;107.881
1997-10-01-00-38-00;110.716
1997-10-01-00-39-00;108.156
1997-10-01-00-40-00;108.947
1997-10-01-00-41-00;111.436
1997-10-01-00-42-00;105.261
1997-10-01-00-43-00;108.614
1997-10-01-00-44-00;105.819
1997-10-01-00-45-00;108.317
1997-10-01-00-46-00;111.733
1997-10-01-00-47-00;106.306
1997-10-01-00-48-00;106.861
1997-10-01-00-49-00;106.900
1997-10-01-00-50-00;104.714
1997-10-01-00-51-00;106.967
1997-10-01-00-52-00;108.766
1997-10-01-00-53-00;108.268
1997-10-01-00-54-00;109.203
1997-10-01-00-55-00;109.340
1997-10-01-00-56-00;107.935
1997-10-01-00-57-00;108.181
1997-10-01-00-58-00;108.046
1997-10-01-00-59-00;107.250
1997-10-01-01-00-00;104.795
1997-10-01-01-01-00;106.030
1997-10-01-01-02-00;106.457
1997-10-01-01-03-00;104.909
1997-10-01-01-04-00;107.964
1997-10-01-01-05-00;107.892
1997-10-01-01-06-00;106.271
1997-10-01-01-07-00;108.011
1997-10-01-01-08-00;110.441
1997-10-01-01-09-00;108.132
1997-10-01-01-10-00;110.207
1997-10-01-01-11-00;108.377
1997-10-01-01-12-00;110.316
1997-10-01-01-13-00;109.664
1997-10-01-01-14-00;105.224
1997-10-01-01-15-00;104.489
1997-10-01-01-16-00;102.894
1997-10-01-01-17-00;105.732
1997-10-01-01-18-00;109.166
1997-10-01-01-19-00;109.195
1997-10-01-01-20-00;108.480
1997-10-01-01-21-00;104.758
1997-10-01-01-22-00;109.106
1997-10-01-01-23-00;105.838
1997-10-01-01-24-00;106.345
1997-10-01-01-25-00;106.446
1997-10-01-01-26-00;108.430
1997-10-01-01-27-00;105.506
1997-10-01-01-28-00;107.082
1997-10-01-01-29-00;109.500
1997-10-01-01-30-00;108.243
1997-10-01-01-31-00;107.239
1997-10-01-01-32-00;107.285
1997-10-01-01-33-00;108.436
1997-10-01-01-34-00;107.143
1997-10-01-01-35-00;112.149
1997-10-01-01-36-00;108.683
1997-10-01-01-37-00;110.015
1997-10-01-01-38-00;106.180
1997-10-01-01-39-00;107.493
1997-10-01-01-40-00;107.710
1997-10-01-01-41-00;108.253
1997-10-01-01-42-00;106.979
1997-10-01-01-43-00;108.870
1997-10-01-01-44-00;105.570
1997-10-01-01-45-00;107.924
1997-10-01-01-46-00;103.488
1997-10-01-01-47-00;107.920
1997-10-01-01-48-00;111.646
1997-10-01-01-49-00;107.155
1997-10-01-01-50-00;105.954
1997-10-01-01-51-00;101.905
1997-10-01-01-52-00;108.531
1997-10-01-01-53-00;108.260
1997-10-01-01-54-00;109.236
1997-10-01-01-55-00;105.197
1997-10-01-01-56-00;107.294
1997-10-01-01-57-00;103.589
1997-10-01-01-58-00;105.406
1997-10-01-01-59-00;106.664
1997-10-01-02-00-00;104.451
1997-10-01-02-01-00;105.177
1997-10-01-02-02-00;108.346
1997-10-01-02-03-00;106.766
1997-10-01-02-04-00;105.259
1997-10-01-02-05-00;108.015
1997-10-01-02-06-00;109.181
1997-10-01-02-07-00;104.206
1997-10-01-02-08-00;105.832
1997-10-01-02-09-00;108.091
1997-10-01-02-10-00;107.155
1997-10-01-02-11-00;107.626
1997-10-01-02-12-00;109.018
1997-10-01-02-13-00;104.346
1997-10-01-02-14-00;106.233
1997-10-01-02-15-00;107.993
1997-10-01-02-16-00;108.382
1997-10-01-02-17-00;108.825
1997-10-01-02-18-00;105.091
1997-10-01-02-19-00;108.150
1997-10-01-02-20-00;105.029
1997-10-01-02-21-00;111.497
1997-10-01-02-22-00;105.065
1997-10-01-02-23-00;107.330
1997-10-01-02-24-00;100.475
1997-10-01-02-25-00;109.008
1997-10-01-02-26-00;107.430
1997-10-01-02-27-00;106.034
1997-10-01-02-28-00;106.819
1997-10-01-02-29-00;105.423
1997-10-01-02-30-00;106.793
1997-10-01-02-31-00;108.246
1997-10-01-02-32-00;103.857
1997-10-01-02-33-00;110.257
1997-10-01-02-34-00;100.918
1997-10-01-02-35-00;106.345
1997-10-01-02-36-00;110.357
1997-10-01-02-37-00;105.049
1997-10-01-02-38-00;106.059
1997-10-01-02-39-00;105.160
1997-10-01-02-40-00;105.188
1997-10-01-02-41-00;106.704
1997-10-01-02-42-00;103.355
1997-10-01-02-43-00;107.239
1997-10-01-02-44-00;105.043
1997-10-01-02-45-00;107.684
1997-10-01-02-46-00;110.423
1997-10-01-02-47-00;107.850
1997-10-01-02-48-00;106.862
1997-10-01-02-49-00;104.775
1997-10-01-02-50-00;108.692
1997-10-01-02-51-00;107.146
1997-10-01-02-52-00;105.310
1997-10-01-02-53-00;105.277
1997-10-01-02-54-00;109.650
1997-10-01-02-55-00;103.289
1997-10-01-02-56-00;107.484
1997-10-01-02-57-00;105.487
1997-10-01-02-58-00;106.533
1997-10-01-02-59-00;107.774
1997-10-01-03-00-00;105.895
1997-10-01-03-01-00;103.791
1997-10-01-03-02-00;106.085
1997-10-01-03-03-00;109.890
1997-10-01-03-04-00;106.897
1997-10-01-03-05-00;105.253
1997-10-01-03-06-00;106.943
1997-10-01-03-07-00;107.051
1997-10-01-03-08-00;103.015
1997-10-01-03-09-00;106.046
1997-10-01-03-10-00;105.625
1997-10-01-03-11-00;105.427
1997-10-01-03-12-00;106.164
1997-10-01-03-13-00;105.787
1997-10-01-03-14-00;107.485
1997-10-01-03-15-00;104.993
1997-10-01-03-16-00;101.102
1997-10-01-03-17-00;108.078
1997-10-01-03-18-00;103.835
1997-10-01-03-19-00;109.176
1997-10-01-03-20-00;101.986
1997-10-01-03-21-00;107.003
1997-10-01-03-22-00;109.224
1997-10-01-03-23-00;104.579
1997-10-01-03-24-00;109.154
1997-10-01-03-25-00;104.158
1997-10-01-03-26-00;107.401
1997-10-01-03-27-00;105.909
1997-10-01-03-28-00;109.414
1997-10-01-03-29-00;104.713
1997-10-01-03-30-00;105.827
1997-10-01-03-31-00;107.463
1997-10-01-03-32-00;111.525
1997-10-01-03-33-00;105.370
1997-10-01-03-34-00;108.938
1997-10-01-03-35-00;106.289
1997-10-01-03-36-00;105.419
1997-10-01-03-37-00;110.280
1997-10-01-03-38-00;103.319
1997-10-01-03-39-00;106.627
1997-10-01-03-40-00;105.010
1997-10-01-03-41-00;108.058
1997-10-01-03-42-00;107.842
1997-10-01-03-43-00;108.175
1997-10-01-03-44-00;107.898
1997-10-01-03-45-00;106.928
1997-10-01-03-46-00;105.412
1997-10-01-03-47-00;107.802
1997-10-01-03-48-00;106.456
1997-10-01-03-49-00;104.707
1997-10-01-03-50-00;109.753
1997-10-01-03-51-00;109.735
1997-10-01-03-52-00;104.378
1997-10-01-03-53-00;109.063
1997-10-01-03-54-00;107.304
1997-10-01-03-55-00;107.188
1997-10-01-03-56-00;105.878
1997-10-01-03-57-00;106.857
1997-10-01-03-58-00;103.835
1997-10-01-03-59-00;105.657
1997-10-01-04-00-00;105.193
1997-10-01-04-01-00;109.257
1997-10-01-04-02-00;104.255
1997-10-01-04-03-00;104.219
1997-10-01-04-04-00;101.780
1997-10-01-04-05-00;108.201
1997-10-01-04-06-00;105.306
1997-10-01-04-07-00;111.825
1997-10-01-04-08-00;108.563
1997-10-01-04-09-00;106.798
1997-10-01-04-10-00;102.513
1997-10-01-04-11-00;107.669
1997-10-01-04-12-00;105.195
1997-10-01-04-13-00;107.569
1997-10-01-04-14-00;109.900
1997-10-01-04-15-00;106.155
1997-10-01-04-16-00;111.453
1997-10-01-04-17-00;107.511
1997-10-01-04-18-00;106.823
1997-10-01-04-19-00;106.512
1997-10-01-04-20-00;106.128
1997-10-01-04-21-00;106.908
1997-10-01-04-22-00;104.490
1997-10-01-04-23-00;104.482
1997-10-01-04-24-00;104.715
1997-10-01-04-25-00;105.299
1997-10-01-04-26-00;106.867
1997-10-01-04-27-00;107.611
1997-10-01-04-28-00;109.394
1997-10-01-04-29-00;105.454
1997-10-01-04-30-00;106.055
1997-10-01-04-31-00;106.789
1997-10-01-04-32-00;108.723
1997-10-01-04-33-00;107.390
1997-10-01-04-34-00;106.756
1997-10-01-04-35-00;103.669
1997-10-01-04-36-00;109.435
1997-10-01-04-37-00;103.653
1997-10-01-04-38-00;106.169
1997-10-01-04-39-00;105.435
1997-10-01-04-40-00;105.515
1997-10-01-04-41-00;108.154
1997-10-01-04-42-00;105.720
1997-10-01-04-43-00;105.236
1997-10-01-04-44-00;104.011
1997-10-01-04-45-00;107.386
1997-10-01-04-46-00;108.023
1997-10-01-04-47-00;106.378
1997-10-01-04-48-00;105.458
1997-10-01-04-49-00;105.629
1997-10-01-04-50-00;105.325
1997-10-01-04-51-00;105.166
1997-10-01-04-52-00;102.164
1997-10-01-04-53-00;106.484
1997-10-01-04-54-00;104.499
1997-10-01-04-55-00;108.578
1997-10-01-04-56-00;104.527
1997-10-01-04-57-00;104.295
1997-10-01-04-58-00;107.917
1997-10-01-04-59-00;108.624
1997-10-01-05-00-00;107.954
1997-10-01-05-01-00;104.024
1997-10-01-05-02-00;105.303
1997-10-01-05-02-00;105.303
1997-10-01-05-03-00;103.740
1997-10-01-05-04-00;106.191
1997-10-01-05-05-00;105.844
1997-10-01-05-06-00;104.003
1997-10-01-05-07-00;106.058
1997-10-01-05-08-00;105.711
1997-10-01-05-09-00;105.810
1997-10-01-05-10-00;107.491
1997-10-01-05-11-00;104.554
1997-10-01-05-12-00;107.003
1997-10-01-05-13-00;106.656
1997-10-01-05-14-00;105.855
1997-10-01-05-15-00;104.115
1997-10-01-05-16-00;107.946
1997-10-01-05-17-00;104.064
1997-10-01-05-18-00;105.341
1997-10-01-05-19-00;106.180
1997-10-01-05-20-00;108.172
1997-10-01-05-21-00;107.368
1997-10-01-05-22-00;109.252
1997-10-01-05-23-00;106.272
1997-10-01-05-24-00;108.620
1997-10-01-05-25-00;106.292
1997-10-01-05-26-00;109.282
1997-10-01-05-27-00;106.928
1997-10-01-05-28-00;104.262
1997-10-01-05-29-00;103.301
1997-10-01-05-30-00;106.575
1997-10-01-05-31-00;105.961
1997-10-01-05-32-00;109.457
1997-10-01-05-33-00;108.940
1997-10-01-05-34-00;109.770
1997-10-01-05-35-00;109.021
1997-10-01-05-36-00;106.366
1997-10-01-05-37-00;103.818
